endpoint,obs_diff_Z_stouffer_R_minus_NR,p_exact_Z_stouffer,obs_diff_frac_sig_R_minus_NR,p_exact_frac_sig,n_perm_exact
per_traceL,6.832872992111072,0.16666666666666666,1.0,0.16666666666666666,35
