metric,frac_sig_all(p<0.05),frac_sig_R,frac_sig_NR
E_B,0.5714285714285714,1.0,0.0
E_CAF,0.7142857142857143,1.0,0.3333333333333333
E_CYTO,0.5714285714285714,1.0,0.0
E_ENDO,0.7142857142857143,1.0,0.3333333333333333
E_TAM,0.7142857142857143,1.0,0.3333333333333333
