diff_R_minus_NR,program_key,program_label,iter
-0.09132021708057629,cytotoxic,cytotoxic,125
-0.08178522780949149,cytotoxic,cytotoxic,126
-0.08178522780949149,cytotoxic,cytotoxic,127
-0.0948295961224673,cytotoxic,cytotoxic,128
-0.10103267223297355,cytotoxic,cytotoxic,129
-0.05687212243669371,cytotoxic,cytotoxic,130
-0.06715193265560733,cytotoxic,cytotoxic,131
-0.06715193265560733,cytotoxic,cytotoxic,132
-0.09152263599748355,cytotoxic,cytotoxic,133
-0.09132021708057629,cytotoxic,cytotoxic,134
-0.10103267223297355,cytotoxic,cytotoxic,135
-0.09132021708057629,cytotoxic,cytotoxic,136
-0.06715193265560733,cytotoxic,cytotoxic,137
-0.0948295961224673,cytotoxic,cytotoxic,138
-0.09026467215440602,cytotoxic,cytotoxic,139
-0.06457033807143107,cytotoxic,cytotoxic,140
-0.08178522780949149,cytotoxic,cytotoxic,141
-0.05687212243669371,cytotoxic,cytotoxic,142
-0.0948295961224673,cytotoxic,cytotoxic,143
-0.08178522780949149,cytotoxic,cytotoxic,144
-0.0948295961224673,cytotoxic,cytotoxic,145
-0.08178522780949149,cytotoxic,cytotoxic,146
-0.06715193265560733,cytotoxic,cytotoxic,147
-0.10103267223297355,cytotoxic,cytotoxic,148
-0.05687212243669371,cytotoxic,cytotoxic,149
-0.0948295961224673,cytotoxic,cytotoxic,150
-0.09132021708057629,cytotoxic,cytotoxic,151
-0.04791787023348933,cytotoxic,cytotoxic,152
-0.06715193265560733,cytotoxic,cytotoxic,153
-0.06715193265560733,cytotoxic,cytotoxic,154
-0.09026467215440602,cytotoxic,cytotoxic,155
-0.08178522780949149,cytotoxic,cytotoxic,156
-0.09026467215440602,cytotoxic,cytotoxic,157
-0.0948295961224673,cytotoxic,cytotoxic,158
-0.05687212243669371,cytotoxic,cytotoxic,159
-0.09026467215440602,cytotoxic,cytotoxic,160
-0.0948295961224673,cytotoxic,cytotoxic,161
-0.06715193265560733,cytotoxic,cytotoxic,162
-0.09026467215440602,cytotoxic,cytotoxic,163
-0.09152263599748355,cytotoxic,cytotoxic,164
-0.06715193265560733,cytotoxic,cytotoxic,165
-0.09132021708057629,cytotoxic,cytotoxic,166
-0.08178522780949149,cytotoxic,cytotoxic,167
-0.09026467215440602,cytotoxic,cytotoxic,168
-0.0948295961224673,cytotoxic,cytotoxic,169
-0.04791787023348933,cytotoxic,cytotoxic,170
-0.06457033807143107,cytotoxic,cytotoxic,171
-0.09152263599748355,cytotoxic,cytotoxic,172
-0.09152263599748355,cytotoxic,cytotoxic,173
-0.0948295961224673,cytotoxic,cytotoxic,174
-0.10103267223297355,cytotoxic,cytotoxic,175
-0.05687212243669371,cytotoxic,cytotoxic,176
-0.08178522780949149,cytotoxic,cytotoxic,177
-0.09132021708057629,cytotoxic,cytotoxic,178
-0.09026467215440602,cytotoxic,cytotoxic,179
-0.10103267223297355,cytotoxic,cytotoxic,180
-0.09132021708057629,cytotoxic,cytotoxic,181
-0.08178522780949149,cytotoxic,cytotoxic,182
-0.06457033807143107,cytotoxic,cytotoxic,183
-0.10103267223297355,cytotoxic,cytotoxic,184
-0.06457033807143107,cytotoxic,cytotoxic,185
-0.10103267223297355,cytotoxic,cytotoxic,186
-0.06457033807143107,cytotoxic,cytotoxic,187
-0.06457033807143107,cytotoxic,cytotoxic,188
-0.06457033807143107,cytotoxic,cytotoxic,189
-0.05687212243669371,cytotoxic,cytotoxic,190
-0.06457033807143107,cytotoxic,cytotoxic,191
-0.06715193265560733,cytotoxic,cytotoxic,192
-0.09132021708057629,cytotoxic,cytotoxic,193
-0.06457033807143107,cytotoxic,cytotoxic,194
-0.0948295961224673,cytotoxic,cytotoxic,195
-0.06457033807143107,cytotoxic,cytotoxic,196
-0.09132021708057629,cytotoxic,cytotoxic,197
-0.06457033807143107,cytotoxic,cytotoxic,198
-0.06457033807143107,cytotoxic,cytotoxic,199
-0.06715193265560733,cytotoxic,cytotoxic,200
-0.08178522780949149,cytotoxic,cytotoxic,201
-0.04791787023348933,cytotoxic,cytotoxic,202
-0.09152263599748355,cytotoxic,cytotoxic,203
-0.0948295961224673,cytotoxic,cytotoxic,204
-0.06715193265560733,cytotoxic,cytotoxic,205
-0.09026467215440602,cytotoxic,cytotoxic,206
-0.10103267223297355,cytotoxic,cytotoxic,207
-0.09152263599748355,cytotoxic,cytotoxic,208
-0.09152263599748355,cytotoxic,cytotoxic,209
-0.09152263599748355,cytotoxic,cytotoxic,210
-0.06715193265560733,cytotoxic,cytotoxic,211
-0.08178522780949149,cytotoxic,cytotoxic,212
-0.08178522780949149,cytotoxic,cytotoxic,213
-0.05687212243669371,cytotoxic,cytotoxic,214
-0.10103267223297355,cytotoxic,cytotoxic,215
-0.05687212243669371,cytotoxic,cytotoxic,216
-0.06715193265560733,cytotoxic,cytotoxic,217
-0.05687212243669371,cytotoxic,cytotoxic,218
-0.04791787023348933,cytotoxic,cytotoxic,219
-0.04791787023348933,cytotoxic,cytotoxic,220
-0.10103267223297355,cytotoxic,cytotoxic,221
-0.10103267223297355,cytotoxic,cytotoxic,222
-0.10103267223297355,cytotoxic,cytotoxic,223
-0.08178522780949149,cytotoxic,cytotoxic,224
-0.06457033807143107,cytotoxic,cytotoxic,225
-0.09152263599748355,cytotoxic,cytotoxic,226
-0.04791787023348933,cytotoxic,cytotoxic,227
-0.09026467215440602,cytotoxic,cytotoxic,228
-0.04791787023348933,cytotoxic,cytotoxic,229
-0.08178522780949149,cytotoxic,cytotoxic,230
-0.05687212243669371,cytotoxic,cytotoxic,231
-0.0948295961224673,cytotoxic,cytotoxic,232
-0.06715193265560733,cytotoxic,cytotoxic,233
-0.0948295961224673,cytotoxic,cytotoxic,234
-0.08178522780949149,cytotoxic,cytotoxic,235
-0.10103267223297355,cytotoxic,cytotoxic,236
-0.10103267223297355,cytotoxic,cytotoxic,237
-0.05687212243669371,cytotoxic,cytotoxic,238
-0.10103267223297355,cytotoxic,cytotoxic,239
-0.06457033807143107,cytotoxic,cytotoxic,240
-0.08178522780949149,cytotoxic,cytotoxic,241
-0.06715193265560733,cytotoxic,cytotoxic,242
-0.06715193265560733,cytotoxic,cytotoxic,243
-0.04791787023348933,cytotoxic,cytotoxic,244
-0.06715193265560733,cytotoxic,cytotoxic,245
-0.08178522780949149,cytotoxic,cytotoxic,246
-0.05687212243669371,cytotoxic,cytotoxic,247
-0.04791787023348933,cytotoxic,cytotoxic,248
-0.09152263599748355,cytotoxic,cytotoxic,249
-0.05687212243669371,cytotoxic,cytotoxic,250
-0.05687212243669371,cytotoxic,cytotoxic,251
-0.09026467215440602,cytotoxic,cytotoxic,252
-0.09026467215440602,cytotoxic,cytotoxic,253
-0.06457033807143107,cytotoxic,cytotoxic,254
-0.08178522780949149,cytotoxic,cytotoxic,255
-0.10103267223297355,cytotoxic,cytotoxic,256
