sample,group,n_spots,E_CAF,C_exh_cyto,C_exh_tam,C_malig_caf,C_b_cyto
HCC5NR,NR,1320,209.85068900947144,-0.03141050316609584,0.03410380020664197,-0.08754679613955857,0.03765210187404297
HCC6NR,NR,2575,3475.921914725006,-0.008823059379821108,0.007544900417240136,-0.13214726891057396,0.07638673937268309
HCC2R,R,2766,11962.729973078232,-0.0024651752755757575,0.053075495257571256,-0.06376224016741483,0.028005627631281005
HCC1R,R,3006,7517.072738263559,0.02845335002586962,0.03469315149500994,-0.03799611971065652,0.05644999764612342
HCC7NR,NR,2453,1435.4923470020333,-0.025790730043506224,0.05050335905240137,-0.10530423458266257,0.023196919038407607
HCC3R,R,2170,2852.562649407152,-0.013434990198728517,0.02131626982004289,-0.06249249087830118,0.024904159527364453
HCC4R,R,3002,4504.981101495611,0.10768984952158775,0.03622838937640741,-0.040763162521321374,0.14165327795808239
