metric,diff_mean_R_minus_NR,cohens_d,p_perm,q_fdr_bh,reject_fdr_0.1
C_malig_caf,0.03822306057328985,2.4016623213441837,0.02867942641147177,0.14339713205735885,False
SICI,-0.05355086805799305,-2.0014688214695533,0.05825883482330353,0.14564708705825882,False
C_exh_cyto,0.0296057891389617,1.2312222934980286,0.20101597968040638,0.3350266328006773,False
C_exh_tam,-0.007550290227116296,-0.3527590658491057,0.6884862302753945,0.746585068298634,False
C_b_cyto,0.014277981654258514,0.32695922746068684,0.746585068298634,0.746585068298634,False
